Key,Domain,Topic,Difficulty,Question,Option1,Option2,Option3,Option4,CorrectAnswer,Description,ImagePath,SourceURL
Question_MQ_Parsed_Hobbies_Normal_0035,Hobbies,Hobbies,Normal,"In the dark ages, did they use herbs and spices to enhance their food or was it more important to eat fast before the next war began? What kind of spices might have been available in those times?",Garlic salt and lemon pepper,"Cinnamon, sugar and  garlic","Salt, pepper, sugar and coca powder","Dill, coriander, mustard and cumin",Garlic salt and lemon pepper,,,https://www.funtrivia.com/quiz/hobbies/dark-matter-360718.html
Question_MQ_Parsed_Hobbies_Normal_0036,Hobbies,Hobbies,Normal,"To help consume all this food, there had to be something to drink as well. What was the most common drink for royalty and regular folk alike?",Apple cider,Water,Beer,Soda,Apple cider,,,https://www.funtrivia.com/quiz/hobbies/dark-matter-360718.html
Question_MQ_Parsed_Hobbies_Normal_0037,Hobbies,Hobbies,Normal,"During times of war, food stuffs could be scarce. What was known as a meal eaten in desperate times?",Dead animals catapulted into the city by your foe,"Rocks, ground up and mixed with wine and ale",Your neighbor's furniture,The soles of your shoes,Dead animals catapulted into the city by your foe,,,https://www.funtrivia.com/quiz/hobbies/dark-matter-360718.html
Question_MQ_Parsed_Hobbies_Normal_0038,Hobbies,Hobbies,Normal,"At the time of the Vikings, what were the two staple meals consumed each day?",Porridge and stew,Ale and pork roast,Milk and steak,eggs and beans,Porridge and stew,,,https://www.funtrivia.com/quiz/hobbies/dark-matter-360718.html
Question_MQ_Parsed_Hobbies_Normal_0001,Hobbies,Hobbies,Normal,"The word ""Toblerone"" is a play on words. How did it come about?",from the small city in Switzerland where it was created,from the German word for 'unusual',named for the creator's daughter,the creator's name and the Italian word for 'nougat',the creator's name and the Italian word for 'nougat',"Tobler created the confection with his cousin, Emil Baumann. It includes milk chocolate, honey, almonds, and nougat.",,https://www.funtrivia.com/quiz/hobbies/tasty-tempting-toblerone-351426.html
Question_MQ_Parsed_Hobbies_Normal_0002,Hobbies,Hobbies,Normal,Toblerone comes in a distinctive shape. Which is it? You should 'triple' think this one!,dodecahedron,swirl,diamond,triangular prism,triangular prism,The first is that the creator got the idea from the human pyramid that the exotic dancers from the Folies Bergères made at the end of their shows. The other is that the bar takes its shape from the Matterhorn.,,https://www.funtrivia.com/quiz/hobbies/tasty-tempting-toblerone-351426.html
Question_MQ_Parsed_Hobbies_Normal_0003,Hobbies,Hobbies,Normal,What ursine secret is hidden in the mountain logo of the Toblerone bar?,a bear,an alphorn,a Swiss watch,the Swiss emblem,a bear,"Tobler was concerned that the idea for the unique shape of the Toblerone would be stolen, so he applied for a patent for the manufacturing proc",,https://www.funtrivia.com/quiz/hobbies/tasty-tempting-toblerone-351426.html
Question_MQ_Parsed_Hobbies_Normal_0004,Hobbies,Hobbies,Normal,What is the Toblerone Line?  Reggie White knows!,a line of defensive blocks in Switzerland,the company's slogan,a line of people waiting to buy Toblerone bars,a painting of several Toblerones at the Louvre,a line of defensive blocks in Switzerland,,,https://www.funtrivia.com/quiz/hobbies/tasty-tempting-toblerone-351426.html
Question_MQ_Parsed_Hobbies_Normal_0005,Hobbies,Hobbies,Normal,What was the Toblerone Affair? (hint: sweet tooth),a politician bought Toblerone bars using public funds,the collapse of the company in 1939,the creator of the confection admitted to hiring prostitutes,an officer by the same last name sold secrets to the Germans,a politician bought Toblerone bars using public funds,"The Toblerone became the first chocolate product ever to become patented. Bo Derek was a 1980's sex symbol and best known for her role in the 1979 movie, '10'.",,https://www.funtrivia.com/quiz/hobbies/tasty-tempting-toblerone-351426.html
Question_MQ_Parsed_Hobbies_Normal_0006,Hobbies,Hobbies,Normal,"The Toblerone was first patented in 1909. How many different sizes does it come in?  If you are stumped, ask Bo Derek!",5,10,7,8,10,,,https://www.funtrivia.com/quiz/hobbies/tasty-tempting-toblerone-351426.html
Question_MQ_Parsed_Hobbies_Normal_0007,Hobbies,Hobbies,Normal,What was the ORIGINAL logo on the packaging of the Toblerone? You need to be sharp-eyed to answer this question!,an edelweiss blossom,a Swiss franc,an eagle,a chocolate factory,an eagle,That design was replaced in 1970 with a picture of the Matterhorn that had the outline of a bear inside it.,,https://www.funtrivia.com/quiz/hobbies/tasty-tempting-toblerone-351426.html
Question_MQ_Parsed_Hobbies_Normal_0008,Hobbies,Hobbies,Normal,"Which company, commonly known for its peanut butter and Mac and cheese, acquired Toblerone in 1990?",Mars,Purdy's,Kraft,Cadbury,Mars,"Another merger occurred in 1982, and again in 1990. It was at this point that Toblerone became owned by Kraft.",,https://www.funtrivia.com/quiz/hobbies/tasty-tempting-toblerone-351426.html
Question_MQ_Parsed_Hobbies_Normal_0009,Hobbies,Hobbies,Normal,Some Toblerone bars have a letter K stamped on the box. What is the 'devout' meaning does the K have?,potassium,"It means 'okay', ready to eat",1000 grams,kosher,kosher,"The 'K' is the symbol for Kosher, and it signifies that the bar is pure, having been prepared under Jewish dietary law.",,https://www.funtrivia.com/quiz/hobbies/tasty-tempting-toblerone-351426.html
Question_MQ_Parsed_Education_Normal_0028,Education,Sports,Normal,Here's the first sentence containing a famous one-named person hidden within it:,Political journalist,Music star,Medieval King,Poet/philosopher,Music star,"..and the pen-pUSHERs who try to..."" Usher, nee Usher Raymond IV, is an R&B, Pop, and Hip-Hop recording artist, whose 1994 album ""Usher"" and 1997's ""My Way"" propelled him into the public sphere of music fame. But it was his 2004 album ""Confessions"" that garnered him global attention as it went on to win eight Grammy Awards.",,https://www.funtrivia.com/quiz/brainteasers/find-the-famous-people-who-go-by-one-name-pt-8-419483.html
Question_MQ_Parsed_Education_Normal_0029,Education,Sports,Normal,Where is the famous person who goes by one name in this sentence?,Politician,Fashion designer,Astrologer,Celebrity chef,Astrologer,"..aka Cosa NOSTRA DAM US up and..."" Nostradamus (1503-1566) was a French astrologer and physician, whose predictions in ""Les Prophéties"" (1555) have provided mystery and fascination for centuries. As a physician, he treated plague victims and later turned to astrology and prophecy. His prophecies were often vague enough to provide easily fitted links to modern day disasters by those who perhaps enjoy the idea of someone being a true seer.",,https://www.funtrivia.com/quiz/brainteasers/find-the-famous-people-who-go-by-one-name-pt-8-419483.html
Question_MQ_Parsed_Education_Normal_0030,Education,Sports,Normal,And the sentence is:,emperor,Catholic saint,Singer songwriter,Russian dancer,Singer songwriter,"..offering Satan JEWELs to..."" Jewel Kilcher, known be her first name, is a singer-songwriter who rose to fame with her 1995 album ""Pieces of You' which sold over 12 million copies, one of the best-selling debut albums ever. Her blending folk, pop, and country music has yielded songs like ""Who Will Save Your Soul"" which went to #11 on the Billboard Hot 100 chart, and ""You Were Meant for Me"" which rose to #2 becoming one of the longest-charting songs ever to stay on the Hot 100 chart at 65 weeks.",,https://www.funtrivia.com/quiz/brainteasers/find-the-famous-people-who-go-by-one-name-pt-8-419483.html
Question_MQ_Parsed_Education_Normal_0031,Education,Sports,Normal,Here is the next sentence:,Ballet dancer,Writer,Soccer star,General,Writer,"..juST END, HALt or stop a..."" Marie-Henri Beyle (1783-1842) was a French writer who went by the pen name Stendhal. He is thought of as being a pioneer in realism in literature. Two of his most influential works were ""The Red and the Black"" (""Le Rouge et le Noir"", 1830) which critiqued post-Napoleonic France, and ""The Charterhouse of Parma"" (""La Chartreuse de Parme"", 1839) whose young Italian aristocrat protagonist's life mirrors the chaos of early 19th-century Napoleonic-era Italy.",,https://www.funtrivia.com/quiz/brainteasers/find-the-famous-people-who-go-by-one-name-pt-8-419483.html
Question_MQ_Parsed_Education_Normal_0032,Education,Sports,Normal,"In this sentence, can you find a famous person who goes by one name?",King,Queen,Circus performer,Painter,Queen,".."" Cleopatra (69-30 BC) was the last active ruler of the Ptolemaic Kingdom of Egypt. She actually had Greek heritage, being a descendant of Ptolemy I (one of Alexander the Great's generals), but she learned Egyptian and embraced their customs. She was part of the Macedonian-Greek dynasty that ruled Egypt for 300 years, and was the last pharaoh of independent Egypt before the annexation by the Roman Empire.",,https://www.funtrivia.com/quiz/brainteasers/find-the-famous-people-who-go-by-one-name-pt-8-419483.html
Question_MQ_Parsed_Education_Normal_0034,Education,Sports,Normal,Can you find the famous person known by a single name in this sentence?,Poet,Actress,Singer,Famous Captain,Poet,"Can you find the famous person known by a single name in this sentence. "" Concealed within that sentence is a famous person who goes by one name. "" Rumi (1207-1273) was a 13th-century Persian poet, Islamic scholar, and Sufi mystic, who became a Sufi master after he met the mystic Shams Tabrizi, who became his spiritual mentor.",,https://www.funtrivia.com/quiz/brainteasers/find-the-famous-people-who-go-by-one-name-pt-8-419483.html
Question_MQ_Parsed_Education_Normal_0035,Education,Sports,Normal,"In this sentence, can you find the famous person known by a single name?",Comedian,Model/journalist,Ornithologist,Conqueror,Comedian,"In this sentence, can you find the famous person known by a single name. ""Birdies in badminton are also known as shuttlecocks. "" Your task here is to find where a famous person who goes by one name is hiding, and then see which of the clues applies.",,https://www.funtrivia.com/quiz/brainteasers/find-the-famous-people-who-go-by-one-name-pt-8-419483.html
Question_MQ_Parsed_Education_Normal_0036,Education,Sports,Normal,Here is the next sentence that has a famous person known by a single name within it:,guitarist,filmmaker,serial killer,supermodel,guitarist,Find the Famous People Who Go By One Name (pt 4) Average.,,https://www.funtrivia.com/quiz/brainteasers/find-the-famous-people-who-go-by-one-name-pt-8-419483.html
Question_MQ_Parsed_Education_Normal_0037,Education,Sports,Normal,Here is another sentence:,"Oscar nominee for ""The Sand Pebbles""","Tony nominee for ""Rock of Ages""","Emmy nominee for ""Third Rock from the Sun""","Grammy nominee for ""Stone Cold Crazy""","Oscar nominee for ""The Sand Pebbles""",".."" Nicknamed the ""Tenth Muse"" or ""The Poetess"", Sappho (c. 630-570 BCE) was a Greek lyric poet from the island of Lesbos. Her verses explored passion, love, desire, and female relationships.",,https://www.funtrivia.com/quiz/brainteasers/find-the-famous-people-who-go-by-one-name-pt-8-419483.html
